number	number_sup	trip	trip_sup	boatname	master	tonnage	type_of_boat	built	bought	hired	yard	chamber	departure_date	departure_harbour	cape_arrival	cape_departure	cape_call	arrival_date	arrival_harbour	next_voyage	particulars
149		1		GROTE AEOLUS	Bouwe Bouwesz.	300					A	A	1611-12-29	Texel			true	1612-11-28	Bantam		Capsized near Makian 31-01-1613; 15 survivors.
150		3		CEYLON	Klaas Jansz.	340					A	A	1611-12-29	Texel			true	1612-11-28	Bantam		
151		1		DUIFJE	Serpent	50	jacht				A	A	1611-12-29	Texel			true	1612-10-24	Bantam		Ran aground near Surat and lost, 17-07-1617.
152		2		GELDERLAND	Simon Lambrechtsz. Mau	700					A	A	1611-12-29	Texel			true	1612-11-28	Bantam	5107	command of Adriaan Martensz. Blok aboard the GELDERLAND. The total number of those on board was ca. 2000. From 17-01 till 09-02 at Maio I.; from 21-03 till 31-03 at Cape Lopez; from 19-04 till 01-05 at Annabon; 25-06 somewhere off the Cape; from 06-08 till 23-08 at Reunion; 03-05 the GROENE LEEUW and the STER were sent to Coromandel; 15-07 the DUIFJE was sent ahead of the fleet to Bantam.
153		1		GROENE LEEUW	Klaas Warebouts	140	jacht				A	A	1611-12-29	Texel			true	1612-09-08	Pulicat	5110	
154		1		RODE ZEEUW	Volkert Thijsz.	400			1610		A	A	1611-12-29	Texel			true	1612-11-28	Bantam		Coming from Manila lost near Japan, 31-01-1613.
155		1		GROTE MAAN	Jan Gerritsz.	500					A	A	1611-12-29	Texel			true	1612-11-28	Bantam		Lost sight of the mainfleet after a heavy storm 05-07 but joined the fleet again at 22-10; in the meanwhile took on provisions in the Bay of Antongil.
156		2		PATANIA	Sandersz.	340					E	E	1611-12-29	Texel			true	1612-11-28	Bantam		Broken up in the Moluccas, June 1615.
157		1		STER	Wouter Klaasz.	160					A	A	1611-12-29	Texel			true	1612-09-08	Pulicat		
158		1		ZON	Pieter Kornelisz.	500					A	A	1611-12-29	Texel			true	1612-11-28	Bantam		Broken up,10-1-1621.
159		3		ORANJE	Willem Jansz.	700					A	A	1612-01-02	Wielingen			true	1612-11-28	Bantam		Lost in the Indies 02-10-1614.
160		3		ROTTERDAM	Elias Volkertsz.	800					R	R	1612-01-02	Goeree			true	1612-10-19	Bantam	5112	Sailed alone.
161		3		ZEELANDIA	Abraham Klaasz.	500					Z	Z	1612-01-02	Wielingen			true	1612-11-23	Bantam		Also mentioned as ZEELAND or OUD-ZEELAND.
162		1		HOOP	Usbrand Jakobsz. de Gooier	500	jacht				A	A	1612-05-12	Texel			true	1613-02-09	Bantam		at Brava I., where 13 man died in action. June 9th at the Gold Coast; September 8th somewhere off the Cape. From 04-11 till 24-11 at Mauritius.
163		3		GEUNIEERDE PROVINCIEN	Rutger Antonisz.	700					A	A	1612-05-12	Texel			true	1613-02-09	Bantam	5108	
164		1		AREND	Gerard Albertsz. Lous	300						A	1613-01-31	Texel			true	1614-01-04	Bantam		23th at Brava I.; June 13th somewhere off the Cape; from 20-06 till 08-07 at Fermosa Bay; from 22-08 till 16-09 at Mauritius.
165		1		HOORN	Olf Jansz.	700					H	H	1613-01-31	Texel			true	1614-01-04	Bantam		
166		1		WITTE VALK		360						A	1613-01-31	Texel			true	1614-01-04	Bantam		Stayed in the Indies.
167		1		NEPTUNUS	Barend Pot		jacht					A	1613-04-01				true	1614-08-16	Bantam		Reprovisioned in St. Lucia Bay. The ship stayed in the Indies and was laid up ca. 1620-1621.
168		1		KLEINE AEOLUS	Pieter Kornelisz.	240	jacht					R	1613-04-04	Maas			true	1614-10-31	Bantam		Stayed in the Indies and was, coming from Coromandel, foundered on the rocks of Engano I. 25-08-1616.
169		2		MIDDELBURG	Maarten Reiniersz.	800						Z	1613-04-04	Wielingen			true	1614-05-02	Bantam		Fleet (0169-0170) under the command of Jasper van Surk aboard the MIDDELBURG. May 4th at Maio I.; August 10th the ZEELANDIA disappeared from sight and the MIDDELBURG reprovisioned in St. Lucia Bay. Later the MIDDELBURG was lost near Surat, 19-07-1617.
170		1		ZEELANDIA	Kornelis Riemland	800					Z	Z	1613-04-04	Wielingen	1613-08-21	1613-09-03	true	1613-12-12	Bantam	5118	
171		2		DELFT	Jan Hillebrandsz.	800					D	D	1613-06-05	Goeree			true	1614-05-05	Bantam	5106	
172		1		WAPEN VAN AMSTERDAM	Jan Kornelisz. May	1000						A	1613-07-02	Texel			true	1614-11-04	Bantam	5117	
173		3		HOLLANDIA	Kornelis Hansz.	800					A	A	1613-07-02	Texel			true	1614-11-05	Bantam		Gerard Reynst and admiraal Steven van der Hagen aboard the WAPEN VAN AMSTERDAM. From 29-09 till 05-10 at S. Vincente; January \n10th. at Cape Lopez; from 21-02 till 02-03 at Annabon; May 31th. somewhere off the Cape; from 13-06 till 21-07 at the Comoro Islands.
174		1		MAURITIUS	Leendert Jakobsz.	800		1612			A	A	1613-07-02	Texel			true	1614-11-04	Bantam	5113	
175		1		NASSAU	Jan Pietersz.	300	jacht					A	1613-07-02	Texel			true	1614-12-30	Bantam		According to Coolhaas the ship arrived at Bantam 16-01-1615. The ship stayed in the Indies and ran aground in the river Andragiri 19-09-1615.
176		1		HERT	Kornelis Kornelisz.	280	jacht				R	R	1614-02-14	Maas			true	1614-08-07	Bantam	5104	Reprovisioned at the Cape and sailed, before arriving at Bantam, by mistake to Bali.
177		2		VLISSINGEN	Joost Engels	600					Z	Z	1614-04-24	Wielingen			true	1615-12-02	Bantam		Fleet (0177-0182) under command of Adriaan Woutersz. Stoop (+ 26-11-1615) aboard the VLISSINGEN. The VLISSINGEN had a difficult voyage; 19-12 rounding the Cape the ship sailed north too early; 18-11-1615 (!) it encountered the WALCHE-REN, the ENGEL and the AMSTERDAM.
178		1		WALCHEREN	Hugo Pietersz.	500		1612			Z	Z	1614-04-24	Wielingen			true	1615-12-02	Bantam	5124	1615 till 01-05-1615 at Mauritius.
179		1		ORANJEBOOM	Pieter Barendsz. van Hoorn	360	jacht				H	H	1614-04-26	Texel	1614-11-01		true	1615-04-01	Mauritius	5109	From April 1615 till May 1615 at Mauritius to collect the cargo of the wrecked GELDERLAND (6007).
180		2		WAPEN VAN AMSTERDAM	IJsbrand Kornelisz.	800					A	A	1614-05-11	Texel			true	1615-12-02	Bantam		From 04-08 till 15-08 off Principe L; from 16-08 till 24-08 off Corisco; from 02-03 till 28-03 at St. Lucia Bay; from 15-04 till 01-05 at Mauritius.
181		1		ENGEL	Jakob Kornelisz. Goedheid	600		1613			D	D	1614-05-15	Maas			true	1615-12-02	Bantam		Left Madagascar 15-02-1615; from April 1615 till 01-05-1615 at Mauritius.
182		1		ENKHUIZEN	Dirk Albertsz. de Vries	500						E	1614-05-15	Texel			true	1615-03-13	Bantam	5123	
183		1		GROTE AEOLUS	Job Kornelisz.	320						Z	1614-08-08	Wielingen			true	1616-03-30	Ternate		Burst in the battle of Manila, 16-04-1617.
184		1		JAGER	Gerrit Jansz.	140	jacht				A		1614-08-08	Texel			true	1616-03-30	Ternate		near the reef of Armigon.
185		1		GROTE MAAN	Reinier Lambrechtsz.	600						A	1614-08-08	Texel			true	1616-03-30	Ternate		
186		1		MEEUWTJE	Jan de Wit	60	jacht	1613			A	A	1614-08-08	Texel			true				
187		1		MORGENSTER	Maarten Pietersz. Kruik	300		1613			R	R	1614-08-08	Goeree			true	1616-03-30	Ternate		
188		1		GROTE ZON	Reinier Jansz.	600						A	1614-08-08	Texel			true	1616-03-30	Ternate		Maria; July 17th, sea battle of Canate against 8 Spanish ships (2 Spanish ships were sunk); from 08-08 till 21-08, capture of Payta; 11-10 till 18-10 at Acapulco; 24-01 till 27-01-1616 at the Ladrones; 28-02 till 10-03 at Manila Bay. The GROTE ZON was lost in the battle of Manila, 16-04-1617.
189		1		WITTE BEER	Pieter Pietersz.	300	jacht	1614			A	A	1614-12-17	Texel	1615-04-14	1615-04-29	true	1615-12-02	Bantam	5111	From 08-01 till 22-01-1615 at Maio Island.
190		1		ZWARTE BEER	Adriaan Jansz. Pater	320	jacht				A	A	1614-12-17	Texel	1615-04-14	1615-04-29	true	1615-08-17	Pulicat	5115	From 08-01 till 22-01-1615 at Maio Island.
191		1		DOLFIJN	David Willemsz. van Vlissingen	280	jacht				Z	Z	1615-04-05	Wielingen			true	1616-03-01	Bantam	5114	in the Bay of Antongil.
192		3		TER VEERE	Willem Jakobsz. van Arnemuiden	700					Z	Z	1615-04-05	Wielingen			true	1616-01-05	Bantam		Burnt in the battle of Manila 16-04-1617.
193		1		BERGERBOOT	Floris Heeresz.	280	jacht					A	1615-05-18	Texel			true	1616-04-30	Bantam		Reprovisioned at Cabo de Lopez Gonsalvez 20-09-1615; laid up in Batavia, 1621.
194		1		GALIASSE	Theunis Florisz.	280					H	H	1615-05-18	Texel			true	1616-04-30	Bantam		Stayed in the Indies.
195		3		ZWARTE LEEUW	Kornelis Klaasz.	600						A	1615-05-18	Texel			true	1616-04-30	Bantam		Captured by the English near Bantam, 15-12-1618.
196		1		EENDRACHT	Willem Kornelisz. Schouten	360							1615-06-14	Texel			true	1616-09-17	Ternate		was confiscated by the V.O.C.
197		1		HOORN	Jan Kornelisz. Schouten	110	jacht						1615-06-14	Texel			true				Renamed ZUIDER EENDRACHT; capsized off Bantam, May 1620. The HOORN was destroyed by fire in Port Desire, 19-12-1615. Further information see Engelbrecht and Van Herwerden.
198		1		GOUDEN LEEUW	Gheen Huigen Schapenham	550					R	R	1616-01-21	Maas	1616-09-09	1616-09-18	true	1616-11-14	Bantam	5134	Maio Island; 28-03 departure from Cabo de Lopez Gonsalvez; from 19-06 till 09-07 at Annabon.
199		1		WESTFRIESLAND	Kornelis Fransz. van der Beets	800		1615			H	H	1616-01-22	Texel	1616-09-09	1616-09-18	true	1616-11-14	Bantam	5119	From 21-02 till 04-03 Maio Island; 28-03-1616 departure from Cabo de Lopez Gonsalvez; from 19-06 till 09-07 at Annabon.
200		1		BANTAM	Douwe Anthonisz.	800						E	1616-01-23	Texel			true	1616-10-24	Bantam		Island; from 27-03 till 11-06 at Cabo de Lopez Gonsalvez; from 18-06 till 29-06 at Annabon. Burnt at Batavia 24-03-1627.
201		1		EENDRACHT	Dirk Hartogs van Amsterdam	700					A	A	1616-01-23	Texel	1616-08-05	1616-08-27	true	1616-12-14	Macassar	5122	From 21-02 till 04-03 at Maio Island; from 27-03 till 11-05 at Cape Lopez; landed on the West Coast of Australia (27' South), October 25th.
202		1		TROUW	Gerrit Douwesz. van Medemblik	500					A	A	1616-01-23	Texel			true	1616-10-19	Bantam		Like EENDRACHT at Maio Island and Cape Lopez; from 18-05 till 29-05 at Annabon; August 14th somewhere off the Cape, took Southern passage. The ship stayed in the Indies and was thrown on the beach near Kalongan, 31-12-1624.
203		1		WAPEN VAN ZEELAND	Jakob Pankras van Vlissingen	700					Z	Z	1616-02-07	Wielingen			true	1617-04-09	Bantam	5126	Reprovisioned at Annabon; via `Verhagensbaai' to the Primeira Islands, and back to the `Verhagensbaai.'
204		2		HERT	Jan Kornelisz. Kunst	280	jacht				R	D	1616-03-19	Goeree	1616-06-10	1616-07-03	true	1616-08-27	Bantam	5116	Reprovisioned at the Cape.
205		2		ORANJEBOOM	Pieter Barendsz. van Hoorn	360	jacht				H	H	1616-04-23	Texel	1616-10-20	1616-11-01	true	1617-04-09	Bantam	5120	Mauritius.
206		1		EENHOORN		300	jacht				A	A	1617-02-26	Texel	1617-07-05	1617-07-18	true	1617-10-23	Bantam	5125	
207		1		GOEDE FORTUIN	Albert Kornelisz. Schagen +	700					A	A	1617-02-26	Texel			true	1618-01-07	Bantam	5127	Reprovisioned in the St. Lucia Bay.
208		2		GROENE LEEUW		140	jacht				A	A	1617-02-26	Texel			true	1617-10-26	Bantam		Stayed in the Indies.
209		1		POSTPAARD	Enkhuizen	300	jacht				E	E	1617-02-26	Texel	1617-07-09		true	1617-10-07	Bantam	5121	
210		1		VOSJE		80	jacht				A	A	1617-02-26	Texel	1617-07-11		true	1617-10-23	Bantam		Stayed in the Indies.
211		1		ZIERIKZEE	Laurens Simonsz.	800					Z	Z	1617-02-26	Wielingen			true	1618-01-07	Bantam	5130	in the St. Lucia Bay.
212		2		WITTE BEER	Aris Jansz. Landsman	300	jacht	1614			A	A	1617-04-22	Texel	1617-08-10	1617-08-25	true	1617-10-22	Bantam	5128	
213		1		TIJGER	Dirk Gerritsz. Krul	140	jacht				A	A	1617-04-22	Texel	1617-08-10	1617-08-25	true	1617-10-22	Bantam		Stayed in the Indies and was wrecked on the shore of China, September 1622.
214		2		ZWARTE BEER	Sijmen Joosten	320	jacht				A	A	1617-10-31	Texel	1618-03-14	1618-03-01	true	1618-06-22	Pondicherry	5135	
215		2		DOLFIJN	Bruin Anthonisz.	260	jacht				Z	Z	1617-11-07	Wielingen			true	1618-09-20	Masulipatna		Stayed in the Indies and, laid up between 1620-1621.
216		1		TER THOLEN	Adriaan de Walle	400	jacht				Z	Z	1617-11-07	Wielingen			true	1618-04-30	Bantam	5129	Amsterdam Isl. sighted by the Dutch for the first time.
217		1		ZEEWOLF	Havik Klaasz. van Hillegom	360	jacht				A	A	1617-12-02	Texel	1618-03-08	1618-03-24	true	1618-07-01	Jacatra		April 19th St. Paul sighted by the Dutch for the first time. May 11th on the west coast of Australia. The ship stayed in the Indies.
218		2		MAURITIUS	Leendert Jakobsz.	800		1612			A	A	1618-01-04	Texel			true	1618-08-22	Bantam	5131	July 1618 on the west coast of Australia (Eendrachtsland, 22' South).
219		3		DELFT	Jan Kornelisz. Kunst	800					D	D	1618-04-01	Goeree			true	1618-10-13	Bantam	5132	
220		1		WAPEN VAN HAARLEM	Willem Jansz. van Amersfoort	360	jacht					A	1618-05-04	Texel			true		Bantam		the KLEIN AMSTER-DAM. The ship stayed in the Indies and was laid up between 31-10-1627 and 31-10-1628.
221		3		HERT	Quinten Pietersz. Wiltvank	280	jacht				R	R	1618-06-01	Goeree			true	1619-01-16	Bantam		Stayed in the Indies; wrecked on the African coast 21-06-1622.
222		2		WESTFRIESLAND	Abbe Willemsz.	800		1615			H	Z	1618-12-05	Wielingen			true	1619-09-13	Jacatra	5138	it NASSAU.
223		1		DORDRECHT	Reinier Jansz.	800						A	1618-12-28	Texel	1619-05-17	1619-06-08	true	1619-09-03	Bantam	5136	Fleet (0223-0232) under command of Frederik de Houtman aboard the DORDRECHT and Jakob Dedel. T otal number of those on board: seamen 1725; soldiers 675.
224		2		EENHOORN	Klaas Egbertsz.	300	jacht				A	A	1618-12-28	Texel	1619-04-01	1619-04-30	true	1619-07-06	Bantam	5133	19th, the DORDRECHT struck upon the west coast of Australia (32'20' South).
225		2		ENKHUIZEN		500						E	1618-12-28	Texel			false		Coromandel		From 25-02 till 02-03 at Brava Island. The ship stayed in the Indies.
226		1		HOORN	Willem Usbrand Bontekoe	700					H	H	1618-12-28	Texel			false				west of Sumatra the ship caught fire and was blown up; on 14-12-1619 the sloop of the HOORN arrived with the survivors at Bantam.
227		1		GOEDE HOOP	Jan van der Venne	600	jacht				A	A	1618-12-28	Texel	1619-11-19	1619-11-26	true	1620-02-09	Jacatra		Forced by heavy weather in the Bay of Biscay the GOEDE HOOP returned to Zeeland and departed again 13-05-1619; from 14-08 till 21-08 at Cape Lopez.
228		2		POSTPAARD	Jan Jansz. Rood	300	jacht				E	A	1618-12-28	Texel			true	1619-09-19	Jacatra		Stayed in the Indies and laid up in 1623.
229		2		ZEELANDIA	Jan van Meldert	800					Z	A	1618-12-28	Wielingen			false	1619-09-16	Jacatra		From 07-01 till 26-01 at Plymouth, where 3 man deserted; from 25-02 till 02-03 at Bravo Island; from 03-07 till 17-07 near St. Maria (Madagascar). The ship stayed in the Indies and was wrecked on the Westcoast of Sumatra. Also mentioned as NIEUW ZEELAND.
230		3		ORANJEBOOM		360	jacht				H	R	1619-01-25	Goeree	1619-04-01	1619-04-30	true	1619-08-07	Jacatra	5137	
231		1		AMSTERDAM	Maarten Kornelisz.	800					A	A	1619-01-27	Texel	1619-05-20	1619-06-08	true	1619-09-03	Bantam		June 19th on the west coast of Australia (37'20' South); the ship stayed in the Indies.
232		2		WAPEN VAN ZEELAND	Pieter Barendsz.	700					Z	Z	1619-01-27	Wielingen			true	1619-08-07	Bantam		Stayed in the Indies and laid up in Surat 1626/1627.
233		3		WITTE BEER	Klaas Warebouts	300	jacht	1614			A	A	1619-05-13	Texel			true	1620-01-28	Bantam	5139	From 20-08 till 01-09 at Cape Lopez; from 08-02 till 11-02 at Annabon.
234		2		EENDRACHT		700					A	A	1619-05-13	Texel	1619-11-19	1619-11-26	true	1620-03-22	Jacatra		From 14-08 till 21-08 at Cape Lopez. The ship stayed in the Indies and was wrecked on the west coast of Ambon, 13-05-1622.
235		2		GOEDE FORTUIN	Jan Gijsbertsz. Booneter	700					A	A	1619-05-13	Texel	1620-01-05	1620-02-25	true	1620-07-27	Jacatra		From 02-10 till 11-10 at Cape Lopez; February 5th with the GOUDEN LEEUW to the `Dasseneiland' and St. Helena; from 15-02 till 25-02 at St. Helena. The ship stayed in the Indies and was lost near Sucatara; crew and cargo were saved.
236		2		TER THOLEN	Adriaan de Walle	400	jacht				Z	Z	1619-05-16	Wielingen			true	1619-11-20	Bantam	5166	
237		2		WALCHEREN	Adriaan Boei	500		1612			Z	Z	1619-05-16	Wielingen			true	1619-12-01	Bantam	5141	Forced to return to Zeeland, 11 -06-1619, but sailed again shortly afterwards.
238		1		VREDE		340	jacht				A	A	1619-09-14	Texel			true	1620-06-03	Bantam	5140	
239		1		WAPEN VAN ENKHUIZEN	Jan Jansz.	700		1619			E	E	1619-12-26	Texel	1620-06-05	1620-07-05	true	1620-09-16	Jacatra	5146	
240		1		HOLLANDIA	IJsbrand Kornelisz.	700					A	A	1619-12-26	Texel	1620-05-06	1620-07-05	true	1620-12-08	Jacatra	5147	Fleet (0237-0250) under command of Nikolaas van Baecum aboard the HOLLANDIA and vice-admiraal Kornelis Reiniersz. aboard the ZIERIKZEE.
241		1		LEIDEN	Willem Kornelisz. Schouten	700						A	1619-12-26	Texel	1620-06-01	1620-07-05	true	1620-12-15	Jacatra	5144	
242		1		MEDEMBLIK		300	jacht					H	1619-12-26	Texel	1620-06-01	1620-07-05	true	1620-09-11	Jacatra	5145	
243		1		WAPEN VAN HOORN	Roelof Pietersz.	400	fluit	1619			H	H	1619-12-27	Texel	1620-06-01	1620-07-05	true	1620-12-08	Jacatra	5142	
244		1		SCHOONHOVEN	Simon Jansz.	400	jacht				A	A	1619-12-27	Texel	1620-06-01	1620-07-05	true	1620-12-14	Negapatnam	5153	
245		3		MAURITIUS	Leendert Thomasz.	800		1612			A	A	1619-12-28	Texel	1620-06-01	1620-07-05	true	1620-12-08	Jacatra	5143	
246		2		ZIERIKZEE	Mathijs Albertsz. Balk	800					Z	Z	1619-12-28	Wielingen	1620-05-01	1620-07-05	true	1620-12-16	Jacatra		Stayed in the Indies. According to Coolhaas only good enough for the island waterways.
247		1		GRONINGEN	Tobias Adriaansz.	700					A	A	1620-01-01	Texel	1620-06-01	1620-07-05	true	1620-11-25	Jacatra		Lost on a return voyage from Siam or Japan, 1627.
248		1		WIDEN		160	jacht				A	A	1620-02-27	Texel	1620-12-01	1620-12-31	true	1621-02-26	Jacatra		of China, 1623.
249		1		SCHIEDAM	Jan Kornelisz. Kunst	360					D	D	1620-04-08	Goeree			true	1620-10-11	Jacatra	5161	
250		1		WEESP		160					A	A	1620-04-10	Texel	1620-12-01	1620-12-31	true	1621-02-26	Jacatra	5172	Reprovisioned at Annabon.
251		4		DELFT		800					D	R	1620-04-23	Goeree	1620-08-01	1620-08-31	true	1620-12-26	Jacatra		
252		1		ORANJE		360					R	R	1620-04-23	Goeree	1620-08-01	1620-08-31	true	1620-12-26	Jacatra		
253		1		NOORD-HOLLAND		600					A	A	1620-05-10	Texel	1620-12-01		true	1621-05-27	Jacatra		Reprovisioned at Annabon. The ship stayed in the Indies and was laid up in Surat, between 31-10-1627 and 31-10-1628.
254		1		ZUID-HOLLAND	Meeuwis Sandersz.	600					A	A	1620-05-10	Texel			true	1621-05-27	Jacatra		Stayed in the Indies and laid up after 1627.
255		1		BRUINVIS		50	jacht				A	A	1620-05-24	Texel	1620-12-01		true		Batavia		Stayed in the Indies and wrecked in the river Andragiry, September 1622.
256		3		EENHOORN		300	jacht				A	A	1620-05-24	Texel	1620-12-01		true	1621-02-22	Amboina		Stayed in the Indies and probably laid up.
257		1		HEILBOT		100	jacht				A	A	1620-05-24	Texel	1620-12-01		true	1621-03-22	Amboina		Stayed in the Indies and lost between Amboina and Batavia, 1621.
258		1		MIDDELBURG	Willem Jakobsz. van Arnemuiden	700		1619			Z	Z	1620-05-25	Wielingen			true	1621-02-11	Jacatra	5148	
259		1		PURMEREND		200	jacht				H	H	1620-05-25	Texel			true	1621-06-07	Jacatra		Stayed in the Indies and probably laid up.
260		1		ALKMAAR		600		1619			E	E	1620-06-02	Texel			true	1621-06-24	Jacatra	5156	
261		1		HARING		180					E	E	1620-12-27	Texel	1621-05-20		true	1621-08-31	Jacatra		Departure from S. Vincente 31-01-1621. The ship stayed in the Indies and ran ashore near Arakan, 1628.
262		3		ZWARTE BEER		320	jacht				A	A	1620-12-28	Texel	1621-05-21		true	1621-08-20	Jacatra		Departure from Plymouth 31-01-1621; from 05-03 till 20-03 at S. Vincente. The ship stayed in the Indies.
263		1		WAPEN VAN DELFT	Jan Klaasebol van Delfshaven	700		1620			D	D	1620-12-28	Goeree			true	1621-08-03	Jacatra	5164	
264		1		GOUDA	Gerard Douwesz.	800					A	A	1620-12-28	Texel	1621-05-20		true	1621-08-31	Jacatra	5150	Vincente 31-01-1621.
265		1		HAZEWIND		120	jacht				E	H	1620-12-28	Texel	1621-06-04		true	1621-09-17	Jacatra		Via Plymouth; from 10-03 till 24-03 at S. Vincente. The ship stayed in the Indies and was broken up in Batavia between 31-10-1627 and 31-10-1628.
